year,province_name,province_code,city_name,city_code,enterprise_registration_count,individual_business_registration_count
2002,福建省,350000,厦门市,350200,10117,2905
2003,福建省,350000,厦门市,350200,12232,3637
2004,福建省,350000,厦门市,350200,19752,7719
2005,福建省,350000,厦门市,350200,34441,16243
2006,福建省,350000,厦门市,350200,21410,8434
2007,福建省,350000,厦门市,350200,27309,15572
2008,福建省,350000,厦门市,350200,34479,23368
2009,福建省,350000,厦门市,350200,29207,17152
2010,福建省,350000,厦门市,350200,36160,20106
2011,福建省,350000,厦门市,350200,41452,23306
2012,福建省,350000,厦门市,350200,37730,20501
2013,福建省,350000,厦门市,350200,40801,20895
2014,福建省,350000,厦门市,350200,73526,35026
2015,福建省,350000,厦门市,350200,82285,34643
2016,福建省,350000,厦门市,350200,101815,44616
2017,福建省,350000,厦门市,350200,120552,56393
2018,福建省,350000,厦门市,350200,120086,31617
2019,福建省,350000,厦门市,350200,126501,26821
2020,福建省,350000,厦门市,350200,95926,22771
2021,福建省,350000,厦门市,350200,84885,28909
2022,福建省,350000,厦门市,350200,83654,34498
2023,福建省,350000,厦门市,350200,37169,14120
2000,福建省,350000,莆田市,350300,3689,1962
2001,福建省,350000,莆田市,350300,2123,679
2002,福建省,350000,莆田市,350300,3500,1749
2003,福建省,350000,莆田市,350300,5064,2195
2004,福建省,350000,莆田市,350300,5432,2640
2005,福建省,350000,莆田市,350300,4158,1937
2006,福建省,350000,莆田市,350300,5046,2519
2007,福建省,350000,莆田市,350300,7441,5025
2008,福建省,350000,莆田市,350300,10022,7545
2009,福建省,350000,莆田市,350300,14940,11877
2010,福建省,350000,莆田市,350300,22562,18530
2011,福建省,350000,莆田市,350300,21528,16998
2012,福建省,350000,莆田市,350300,25722,21721
2013,福建省,350000,莆田市,350300,30205,25002
2014,福建省,350000,莆田市,350300,38305,29617
2015,福建省,350000,莆田市,350300,60247,47810
2016,福建省,350000,莆田市,350300,50788,36971
2017,福建省,350000,莆田市,350300,58196,43189
2018,福建省,350000,莆田市,350300,81645,33132
2019,福建省,350000,莆田市,350300,96380,30570
2020,福建省,350000,莆田市,350300,72789,29814
2021,福建省,350000,莆田市,350300,76026,38983
2022,福建省,350000,莆田市,350300,68054,36473
2023,福建省,350000,莆田市,350300,36078,19783
2000,福建省,350000,三明市,350400,12040,8049
2001,福建省,350000,三明市,350400,7764,4566
2002,福建省,350000,三明市,350400,7396,3843
2003,福建省,350000,三明市,350400,11416,6415
2004,福建省,350000,三明市,350400,9929,5412
2005,福建省,350000,三明市,350400,8967,4730
2006,福建省,350000,三明市,350400,9118,5050
2007,福建省,350000,三明市,350400,11146,7551
2008,福建省,350000,三明市,350400,14057,10525
2009,福建省,350000,三明市,350400,17490,13695
2010,福建省,350000,三明市,350400,21813,16588
2011,福建省,350000,三明市,350400,17894,13573
2012,福建省,350000,三明市,350400,22118,17819
2013,福建省,350000,三明市,350400,20707,16423
2014,福建省,350000,三明市,350400,21970,16467
2015,福建省,350000,三明市,350400,27088,20582
2016,福建省,350000,三明市,350400,32320,24099
2017,福建省,350000,三明市,350400,33428,23447
2018,福建省,350000,三明市,350400,36476,23261
2019,福建省,350000,三明市,350400,42398,25088
2020,福建省,350000,三明市,350400,72104,41925
2021,福建省,350000,三明市,350400,33322,23631
2022,福建省,350000,三明市,350400,35504,25878
2023,福建省,350000,三明市,350400,14770,10935
2000,福建省,350000,泉州市,350500,19226,10237
2001,福建省,350000,泉州市,350500,11710,4157
2002,福建省,350000,泉州市,350500,14328,6221
2003,福建省,350000,泉州市,350500,17293,7953
2004,福建省,350000,泉州市,350500,17918,8103
2005,福建省,350000,泉州市,350500,16975,7892
2006,福建省,350000,泉州市,350500,19331,9343
2007,福建省,350000,泉州市,350500,28831,19093
2008,福建省,350000,泉州市,350500,28297,19868
2009,福建省,350000,泉州市,350500,41538,31684
2010,福建省,350000,泉州市,350500,49065,37474
2011,福建省,350000,泉州市,350500,43196,29687
2012,福建省,350000,泉州市,350500,47158,33271
2013,福建省,350000,泉州市,350500,68322,49103
2014,福建省,350000,泉州市,350500,96806,62441
2015,福建省,350000,泉州市,350500,116138,73729
2016,福建省,350000,泉州市,350500,120248,70534
2017,福建省,350000,泉州市,350500,162393,100901
2018,福建省,350000,泉州市,350500,196270,71273
2019,福建省,350000,泉州市,350500,245491,68092
2020,福建省,350000,泉州市,350500,186646,62568
2021,福建省,350000,泉州市,350500,123061,50660
2022,福建省,350000,泉州市,350500,110343,50475
2023,福建省,350000,泉州市,350500,51527,24055
2000,福建省,350000,漳州市,350600,11330,8380
2001,福建省,350000,漳州市,350600,4438,2330
2002,福建省,350000,漳州市,350600,4185,1945
2003,福建省,350000,漳州市,350600,8175,5183
2004,福建省,350000,漳州市,350600,8888,5378
2005,福建省,350000,漳州市,350600,8712,4990
2006,福建省,350000,漳州市,350600,10967,6982
2007,福建省,350000,漳州市,350600,17193,13157
2008,福建省,350000,漳州市,350600,18170,14511
2009,福建省,350000,漳州市,350600,30151,25497
2010,福建省,350000,漳州市,350600,23092,17532
2011,福建省,350000,漳州市,350600,34935,28546
2012,福建省,350000,漳州市,350600,27721,21746
2013,福建省,350000,漳州市,350600,35118,27441
2014,福建省,350000,漳州市,350600,49376,37431
2015,福建省,350000,漳州市,350600,54071,40258
2016,福建省,350000,漳州市,350600,53729,38559
2017,福建省,350000,漳州市,350600,73874,55077
2018,福建省,350000,漳州市,350600,76312,44864
2019,福建省,350000,漳州市,350600,77679,37742
2020,福建省,350000,漳州市,350600,74818,42900
2021,福建省,350000,漳州市,350600,61311,39513
2022,福建省,350000,漳州市,350600,67109,46676
2023,福建省,350000,漳州市,350600,29396,19453
2000,福建省,350000,南平市,350700,9081,6660
2001,福建省,350000,南平市,350700,4626,2525
2002,福建省,350000,南平市,350700,5767,3027
2003,福建省,350000,南平市,350700,9438,5485
2004,福建省,350000,南平市,350700,11027,7505
2005,福建省,350000,南平市,350700,7817,4570
2006,福建省,350000,南平市,350700,8390,5171
2007,福建省,350000,南平市,350700,12823,9629
2008,福建省,350000,南平市,350700,15619,12547
2009,福建省,350000,南平市,350700,20451,16374
2010,福建省,350000,南平市,350700,16119,11827
2011,福建省,350000,南平市,350700,17876,13731
2012,福建省,350000,南平市,350700,19713,15763
2013,福建省,350000,南平市,350700,21009,16376
2014,福建省,350000,南平市,350700,24640,18026
2015,福建省,350000,南平市,350700,32086,24169
2016,福建省,350000,南平市,350700,33824,23501
2017,福建省,350000,南平市,350700,38808,28291
2018,福建省,350000,南平市,350700,44818,28814
2019,福建省,350000,南平市,350700,44160,24990
2020,福建省,350000,南平市,350700,48966,30821
2021,福建省,350000,南平市,350700,64256,46912
2022,福建省,350000,南平市,350700,43067,29072
2023,福建省,350000,南平市,350700,17939,12686
2000,福建省,350000,龙岩市,350800,15507,12072
2001,福建省,350000,龙岩市,350800,4406,2466
2002,福建省,350000,龙岩市,350800,4083,1963
2003,福建省,350000,龙岩市,350800,6168,3473
2004,福建省,350000,龙岩市,350800,9287,5974
2005,福建省,350000,龙岩市,350800,6998,4302
2006,福建省,350000,龙岩市,350800,7143,4455
2007,福建省,350000,龙岩市,350800,9715,7045
2008,福建省,350000,龙岩市,350800,13870,11128
2009,福建省,350000,龙岩市,350800,18680,15556
2010,福建省,350000,龙岩市,350800,18358,15098
2011,福建省,350000,龙岩市,350800,20212,16404
2012,福建省,350000,龙岩市,350800,19372,15842
2013,福建省,350000,龙岩市,350800,22497,18229
2014,福建省,350000,龙岩市,350800,28058,21541
2015,福建省,350000,龙岩市,350800,33902,26856
2016,福建省,350000,龙岩市,350800,35753,27073
2017,福建省,350000,龙岩市,350800,47469,36278
2018,福建省,350000,龙岩市,350800,47742,28151
2019,福建省,350000,龙岩市,350800,46724,24121
2020,福建省,350000,龙岩市,350800,45620,26625
2021,福建省,350000,龙岩市,350800,66920,46593
2022,福建省,350000,龙岩市,350800,40468,26844
2023,福建省,350000,龙岩市,350800,17997,12765
2000,福建省,350000,宁德市,350900,7745,4238
2001,福建省,350000,宁德市,350900,6047,2139
2002,福建省,350000,宁德市,350900,6139,2221
2003,福建省,350000,宁德市,350900,8432,3535
2004,福建省,350000,宁德市,350900,8834,3634
2005,福建省,350000,宁德市,350900,7979,3588
2006,福建省,350000,宁德市,350900,9267,4446
2007,福建省,350000,宁德市,350900,11174,7530
2008,福建省,350000,宁德市,350900,14810,11424
2009,福建省,350000,宁德市,350900,17384,13636
2010,福建省,350000,宁德市,350900,21178,15888
2011,福建省,350000,宁德市,350900,21484,15662
2012,福建省,350000,宁德市,350900,22828,17315
2013,福建省,350000,宁德市,350900,27281,20912
2014,福建省,350000,宁德市,350900,28365,20270
2015,福建省,350000,宁德市,350900,36754,27418
2016,福建省,350000,宁德市,350900,39001,28690
2017,福建省,350000,宁德市,350900,44759,32772
2018,福建省,350000,宁德市,350900,51926,29211
2019,福建省,350000,宁德市,350900,53763,26251
2020,福建省,350000,宁德市,350900,51032,27447
2021,福建省,350000,宁德市,350900,50081,35047
2022,福建省,350000,宁德市,350900,47655,33952
2023,福建省,350000,宁德市,350900,20606,14289
2000,江西省,360000,南昌市,360100,10165,5441
2001,江西省,360000,南昌市,360100,7700,2703
2002,江西省,360000,南昌市,360100,9825,3426
2003,江西省,360000,南昌市,360100,14249,6818
2004,江西省,360000,南昌市,360100,22761,14650
2005,江西省,360000,南昌市,360100,35494,25746
2006,江西省,360000,南昌市,360100,36341,25826
2007,江西省,360000,南昌市,360100,24928,15448
2008,江西省,360000,南昌市,360100,32247,23584
2009,江西省,360000,南昌市,360100,37658,26818
2010,江西省,360000,南昌市,360100,45893,33974
2011,江西省,360000,南昌市,360100,40239,27576
2012,江西省,360000,南昌市,360100,39748,28143
2013,江西省,360000,南昌市,360100,49465,34504
2014,江西省,360000,南昌市,360100,58849,36265
2015,江西省,360000,南昌市,360100,60928,34470
2016,江西省,360000,南昌市,360100,69494,36863
2017,江西省,360000,南昌市,360100,83852,47911
2018,江西省,360000,南昌市,360100,91713,49217
2019,江西省,360000,南昌市,360100,102555,53274
2020,江西省,360000,南昌市,360100,86281,43185
2021,江西省,360000,南昌市,360100,94160,52924
2022,江西省,360000,南昌市,360100,175070,113402
2023,江西省,360000,南昌市,360100,75494,43503
2000,江西省,360000,景德镇市,360200,4992,4230
2001,江西省,360000,景德镇市,360200,2367,1678
2002,江西省,360000,景德镇市,360200,3029,2118
2003,江西省,360000,景德镇市,360200,3340,2351
2004,江西省,360000,景德镇市,360200,4398,3594
2005,江西省,360000,景德镇市,360200,3469,2487
2006,江西省,360000,景德镇市,360200,3607,2676
2007,江西省,360000,景德镇市,360200,4185,3342
2008,江西省,360000,景德镇市,360200,7704,6731
2009,江西省,360000,景德镇市,360200,6530,5336
2010,江西省,360000,景德镇市,360200,11282,9891
2011,江西省,360000,景德镇市,360200,6930,5470
2012,江西省,360000,景德镇市,360200,8079,6533
2013,江西省,360000,景德镇市,360200,9732,7849
2014,江西省,360000,景德镇市,360200,9572,6807
2015,江西省,360000,景德镇市,360200,11582,8142
2016,江西省,360000,景德镇市,360200,14062,9741
2017,江西省,360000,景德镇市,360200,20970,15124
2018,江西省,360000,景德镇市,360200,27587,19466
2019,江西省,360000,景德镇市,360200,29348,19364
2020,江西省,360000,景德镇市,360200,24656,17126
2021,江西省,360000,景德镇市,360200,28572,21554
2022,江西省,360000,景德镇市,360200,30272,23789
2023,江西省,360000,景德镇市,360200,12866,10330
2000,江西省,360000,萍乡市,360300,4218,3550
2001,江西省,360000,萍乡市,360300,1902,1132
2002,江西省,360000,萍乡市,360300,2345,1419
2003,江西省,360000,萍乡市,360300,4405,3132
2004,江西省,360000,萍乡市,360300,6489,5203
2005,江西省,360000,萍乡市,360300,5589,4234
2006,江西省,360000,萍乡市,360300,6833,5420
2007,江西省,360000,萍乡市,360300,6173,4972
2008,江西省,360000,萍乡市,360300,8024,6654
2009,江西省,360000,萍乡市,360300,9032,7428
2010,江西省,360000,萍乡市,360300,9590,7867
2011,江西省,360000,萍乡市,360300,8681,6811
2012,江西省,360000,萍乡市,360300,10324,7885
2013,江西省,360000,萍乡市,360300,9772,7106
2014,江西省,360000,萍乡市,360300,11618,7813
2015,江西省,360000,萍乡市,360300,14650,9283
2016,江西省,360000,萍乡市,360300,16391,9853
2017,江西省,360000,萍乡市,360300,20595,11342
2018,江西省,360000,萍乡市,360300,22775,13112
2019,江西省,360000,萍乡市,360300,29018,15272
2020,江西省,360000,萍乡市,360300,26969,12377
2021,江西省,360000,萍乡市,360300,36276,20778
2022,江西省,360000,萍乡市,360300,28494,19762
2023,江西省,360000,萍乡市,360300,13712,8837
2000,江西省,360000,九江市,360400,4029,2663
2001,江西省,360000,九江市,360400,3884,1591
2002,江西省,360000,九江市,360400,4275,2318
2003,江西省,360000,九江市,360400,7600,5084
2004,江西省,360000,九江市,360400,16218,13498
2005,江西省,360000,九江市,360400,10977,8497
2006,江西省,360000,九江市,360400,15220,12607
2007,江西省,360000,九江市,360400,14878,12421
2008,江西省,360000,九江市,360400,25031,21911
2009,江西省,360000,九江市,360400,31812,27784
2010,江西省,360000,九江市,360400,29654,24102
2011,江西省,360000,九江市,360400,28976,23259
2012,江西省,360000,九江市,360400,29435,23378
2013,江西省,360000,九江市,360400,30338,22399
2014,江西省,360000,九江市,360400,35333,23987
2015,江西省,360000,九江市,360400,46854,32862
2016,江西省,360000,九江市,360400,59553,41479
2017,江西省,360000,九江市,360400,66009,43117
2018,江西省,360000,九江市,360400,75439,49807
2019,江西省,360000,九江市,360400,72720,42377
2020,江西省,360000,九江市,360400,59913,30463
2021,江西省,360000,九江市,360400,86395,46831
2022,江西省,360000,九江市,360400,133305,96713
2023,江西省,360000,九江市,360400,51027,33901
2000,江西省,360000,新余市,360500,849,75
2001,江西省,360000,新余市,360500,1371,646
2002,江西省,360000,新余市,360500,1672,847
2003,江西省,360000,新余市,360500,3249,2492
2004,江西省,360000,新余市,360500,3363,2509
2005,江西省,360000,新余市,360500,2595,1555
2006,江西省,360000,新余市,360500,3022,1983
2007,江西省,360000,新余市,360500,3437,2437
2008,江西省,360000,新余市,360500,4907,3749
2009,江西省,360000,新余市,360500,6847,5212
2010,江西省,360000,新余市,360500,7168,5301
2011,江西省,360000,新余市,360500,6844,4957
2012,江西省,360000,新余市,360500,7920,5796
2013,江西省,360000,新余市,360500,9616,6413
2014,江西省,360000,新余市,360500,9410,5037
2015,江西省,360000,新余市,360500,10303,4990
2016,江西省,360000,新余市,360500,12698,6207
2017,江西省,360000,新余市,360500,14107,6341
2018,江西省,360000,新余市,360500,18318,7564
2019,江西省,360000,新余市,360500,18978,7421
2020,江西省,360000,新余市,360500,14867,6980
2021,江西省,360000,新余市,360500,15054,6991
2022,江西省,360000,新余市,360500,18102,7345
2023,江西省,360000,新余市,360500,10816,3405
2000,江西省,360000,鹰潭市,360600,739,301
2001,江西省,360000,鹰潭市,360600,749,319
2002,江西省,360000,鹰潭市,360600,856,297
2003,江西省,360000,鹰潭市,360600,1277,723
2004,江西省,360000,鹰潭市,360600,2769,2213
2005,江西省,360000,鹰潭市,360600,1638,1130
2006,江西省,360000,鹰潭市,360600,1727,1266
2007,江西省,360000,鹰潭市,360600,3069,2420
2008,江西省,360000,鹰潭市,360600,4047,3292
2009,江西省,360000,鹰潭市,360600,5002,4045
2010,江西省,360000,鹰潭市,360600,5869,4730
2011,江西省,360000,鹰潭市,360600,5312,3990
2012,江西省,360000,鹰潭市,360600,6008,4467
2013,江西省,360000,鹰潭市,360600,6698,4618
2014,江西省,360000,鹰潭市,360600,8124,5005
2015,江西省,360000,鹰潭市,360600,10055,6373
2016,江西省,360000,鹰潭市,360600,11683,6626
2017,江西省,360000,鹰潭市,360600,12443,6903
2018,江西省,360000,鹰潭市,360600,15884,8297
2019,江西省,360000,鹰潭市,360600,17944,10338
2020,江西省,360000,鹰潭市,360600,15096,8954
2021,江西省,360000,鹰潭市,360600,21390,16029
2022,江西省,360000,鹰潭市,360600,31782,27387
2023,江西省,360000,鹰潭市,360600,10420,8366
2000,江西省,360000,赣州市,360700,7182,5436
2001,江西省,360000,赣州市,360700,5051,2867
2002,江西省,360000,赣州市,360700,5987,3387
2003,江西省,360000,赣州市,360700,17015,14319
2004,江西省,360000,赣州市,360700,21031,18213
2005,江西省,360000,赣州市,360700,18295,15578
2006,江西省,360000,赣州市,360700,25671,22267
2007,江西省,360000,赣州市,360700,26290,23212
2008,江西省,360000,赣州市,360700,36099,32634
2009,江西省,360000,赣州市,360700,47679,42609
2010,江西省,360000,赣州市,360700,54155,48098
2011,江西省,360000,赣州市,360700,47263,41010
2012,江西省,360000,赣州市,360700,50085,41501
2013,江西省,360000,赣州市,360700,47291,37208
2014,江西省,360000,赣州市,360700,51771,37095
2015,江西省,360000,赣州市,360700,66107,48561
2016,江西省,360000,赣州市,360700,79680,55572
2017,江西省,360000,赣州市,360700,97330,66565
2018,江西省,360000,赣州市,360700,101640,70327
2019,江西省,360000,赣州市,360700,103576,72969
2020,江西省,360000,赣州市,360700,96674,62502
2021,江西省,360000,赣州市,360700,115134,80215
2022,江西省,360000,赣州市,360700,114892,77253
2023,江西省,360000,赣州市,360700,46733,30601
2000,江西省,360000,吉安市,360800,4839,3648
2001,江西省,360000,吉安市,360800,3180,1811
2002,江西省,360000,吉安市,360800,3480,1647
2003,江西省,360000,吉安市,360800,5925,3810
2004,江西省,360000,吉安市,360800,10283,7997
2005,江西省,360000,吉安市,360800,8325,5959
2006,江西省,360000,吉安市,360800,10017,8111
2007,江西省,360000,吉安市,360800,13364,11353
2008,江西省,360000,吉安市,360800,18898,16514
2009,江西省,360000,吉安市,360800,25727,21847
2010,江西省,360000,吉安市,360800,20528,16897
2011,江西省,360000,吉安市,360800,19404,15675
2012,江西省,360000,吉安市,360800,22838,18566
2013,江西省,360000,吉安市,360800,24436,18522
2014,江西省,360000,吉安市,360800,29307,21136
2015,江西省,360000,吉安市,360800,31864,22477
2016,江西省,360000,吉安市,360800,37171,25639
2017,江西省,360000,吉安市,360800,41929,27865
2018,江西省,360000,吉安市,360800,46035,28546
2019,江西省,360000,吉安市,360800,51462,31253
2020,江西省,360000,吉安市,360800,48626,28306
2021,江西省,360000,吉安市,360800,64631,44580
2022,江西省,360000,吉安市,360800,57077,33746
2023,江西省,360000,吉安市,360800,23420,14582
2000,江西省,360000,宜春市,360900,5099,3863
2001,江西省,360000,宜春市,360900,3246,1888
2002,江西省,360000,宜春市,360900,3543,1963
2003,江西省,360000,宜春市,360900,11303,9501
2004,江西省,360000,宜春市,360900,10124,8138
2005,江西省,360000,宜春市,360900,10451,8301
2006,江西省,360000,宜春市,360900,13318,11011
2007,江西省,360000,宜春市,360900,14498,12060
2008,江西省,360000,宜春市,360900,19687,16897
2009,江西省,360000,宜春市,360900,25320,21145
2010,江西省,360000,宜春市,360900,25559,21308
2011,江西省,360000,宜春市,360900,25460,21124
2012,江西省,360000,宜春市,360900,22653,16934
2013,江西省,360000,宜春市,360900,25871,18680
2014,江西省,360000,宜春市,360900,32046,20936
2015,江西省,360000,宜春市,360900,34409,22549
2016,江西省,360000,宜春市,360900,43149,28641
2017,江西省,360000,宜春市,360900,52687,32386
2018,江西省,360000,宜春市,360900,65257,39381
2019,江西省,360000,宜春市,360900,70889,36516
2020,江西省,360000,宜春市,360900,66211,31934
2021,江西省,360000,宜春市,360900,116591,87367
2022,江西省,360000,宜春市,360900,116996,86162
2023,江西省,360000,宜春市,360900,42145,25925
2000,江西省,360000,抚州市,361000,1934,1070
2001,江西省,360000,抚州市,361000,1692,537
2002,江西省,360000,抚州市,361000,2955,1042
2003,江西省,360000,抚州市,361000,7837,5675
2004,江西省,360000,抚州市,361000,8352,6662
2005,江西省,360000,抚州市,361000,9304,7285
2006,江西省,360000,抚州市,361000,8281,5947
2007,江西省,360000,抚州市,361000,10077,8021
2008,江西省,360000,抚州市,361000,15855,13504
2009,江西省,360000,抚州市,361000,16578,13445
2010,江西省,360000,抚州市,361000,18553,15281
2011,江西省,360000,抚州市,361000,14349,11074
2012,江西省,360000,抚州市,361000,15708,12231
2013,江西省,360000,抚州市,361000,15450,10816
2014,江西省,360000,抚州市,361000,17860,12295
2015,江西省,360000,抚州市,361000,24339,17655
2016,江西省,360000,抚州市,361000,27447,18272
2017,江西省,360000,抚州市,361000,31833,20111
2018,江西省,360000,抚州市,361000,35236,23390
2019,江西省,360000,抚州市,361000,42209,27387
2020,江西省,360000,抚州市,361000,39500,25016
2021,江西省,360000,抚州市,361000,42194,27907
2022,江西省,360000,抚州市,361000,55990,41951
2023,江西省,360000,抚州市,361000,21751,13794
2000,江西省,360000,上饶市,361100,8241,6838
2001,江西省,360000,上饶市,361100,3575,2254
2002,江西省,360000,上饶市,361100,4795,2684
2003,江西省,360000,上饶市,361100,7463,5023
2004,江西省,360000,上饶市,361100,21244,18771
2005,江西省,360000,上饶市,361100,10658,7957
2006,江西省,360000,上饶市,361100,12655,9985
2007,江西省,360000,上饶市,361100,16525,13607
2008,江西省,360000,上饶市,361100,23876,20805
2009,江西省,360000,上饶市,361100,27666,23606
2010,江西省,360000,上饶市,361100,27262,22886
2011,江西省,360000,上饶市,361100,27030,21866
2012,江西省,360000,上饶市,361100,33171,26422
2013,江西省,360000,上饶市,361100,32508,24293
2014,江西省,360000,上饶市,361100,38913,26905
2015,江西省,360000,上饶市,361100,41927,28487
2016,江西省,360000,上饶市,361100,51421,33125
2017,江西省,360000,上饶市,361100,60459,36741
2018,江西省,360000,上饶市,361100,70957,44024
2019,江西省,360000,上饶市,361100,84659,56587
2020,江西省,360000,上饶市,361100,70410,44817
2021,江西省,360000,上饶市,361100,86481,60850
2022,江西省,360000,上饶市,361100,68891,46541
2023,江西省,360000,上饶市,361100,30189,19817
2000,山东省,370000,济南市,370100,44965,31424
2001,山东省,370000,济南市,370100,25208,13288
2002,山东省,370000,济南市,370100,29930,15898
2003,山东省,370000,济南市,370100,38418,22466
2004,山东省,370000,济南市,370100,38363,21805
2005,山东省,370000,济南市,370100,39671,23877
2006,山东省,370000,济南市,370100,40739,20882
2007,山东省,370000,济南市,370100,47986,30400
2008,山东省,370000,济南市,370100,54111,35702
2009,山东省,370000,济南市,370100,66306,44932
2010,山东省,370000,济南市,370100,56966,35997
2011,山东省,370000,济南市,370100,56869,35061
2012,山东省,370000,济南市,370100,62080,39432
2013,山东省,370000,济南市,370100,74725,47816
2014,山东省,370000,济南市,370100,111996,67586
2015,山东省,370000,济南市,370100,130511,72878
2016,山东省,370000,济南市,370100,136071,68288
2017,山东省,370000,济南市,370100,151472,75780
2018,山东省,370000,济南市,370100,191090,74466
2019,山东省,370000,济南市,370100,272934,102184
2020,山东省,370000,济南市,370100,212709,70942
2021,山东省,370000,济南市,370100,172424,67584
2022,山东省,370000,济南市,370100,146535,58842
2023,山东省,370000,济南市,370100,63547,24640
2000,山东省,370000,青岛市,370200,37354,23179
2001,山东省,370000,青岛市,370200,33806,19523
2002,山东省,370000,青岛市,370200,36298,19226
2003,山东省,370000,青岛市,370200,44423,23401
2004,山东省,370000,青岛市,370200,43091,23087
2005,山东省,370000,青岛市,370200,56640,33473
2006,山东省,370000,青岛市,370200,42151,19585
2007,山东省,370000,青岛市,370200,46069,24421
2008,山东省,370000,青岛市,370200,48289,26580
2009,山东省,370000,青岛市,370200,66951,40205
2010,山东省,370000,青岛市,370200,73756,39890
2011,山东省,370000,青岛市,370200,77362,45875
2012,山东省,370000,青岛市,370200,78450,47495
2013,山东省,370000,青岛市,370200,120173,78179
2014,山东省,370000,青岛市,370200,160477,106418
2015,山东省,370000,青岛市,370200,197998,104339
2016,山东省,370000,青岛市,370200,183090,102545
2017,山东省,370000,青岛市,370200,238831,142904
2018,山东省,370000,青岛市,370200,247127,77532
2019,山东省,370000,青岛市,370200,289055,74992
2020,山东省,370000,青岛市,370200,273042,80555
2021,山东省,370000,青岛市,370200,187630,69131
2022,山东省,370000,青岛市,370200,151559,58731
2023,山东省,370000,青岛市,370200,68345,27616
2000,山东省,370000,淄博市,370300,23486,18078
2001,山东省,370000,淄博市,370300,16924,11264
2002,山东省,370000,淄博市,370300,14846,8489
2003,山东省,370000,淄博市,370300,17890,9840
2004,山东省,370000,淄博市,370300,18301,10957
2005,山东省,370000,淄博市,370300,22214,15656
2006,山东省,370000,淄博市,370300,16812,10228
2007,山东省,370000,淄博市,370300,19550,13858
2008,山东省,370000,淄博市,370300,18335,12787
2009,山东省,370000,淄博市,370300,23323,17100
2010,山东省,370000,淄博市,370300,23240,16439
2011,山东省,370000,淄博市,370300,23998,16886
2012,山东省,370000,淄博市,370300,22209,15802
2013,山东省,370000,淄博市,370300,27015,19422
2014,山东省,370000,淄博市,370300,30219,18171
2015,山东省,370000,淄博市,370300,74073,42781
2016,山东省,370000,淄博市,370300,65866,40223
2017,山东省,370000,淄博市,370300,82820,55267
2018,山东省,370000,淄博市,370300,70709,32382
2019,山东省,370000,淄博市,370300,85228,41895
2020,山东省,370000,淄博市,370300,78080,40116
2021,山东省,370000,淄博市,370300,67821,39219
2022,山东省,370000,淄博市,370300,58922,35697
2023,山东省,370000,淄博市,370300,25498,14696
2000,山东省,370000,枣庄市,370400,15770,13796
2001,山东省,370000,枣庄市,370400,9756,7901
2002,山东省,370000,枣庄市,370400,8793,6227
2003,山东省,370000,枣庄市,370400,11342,8280
2004,山东省,370000,枣庄市,370400,20127,16463
2005,山东省,370000,枣庄市,370400,11108,8048
2006,山东省,370000,枣庄市,370400,11582,8496
2007,山东省,370000,枣庄市,370400,13519,10891
2008,山东省,370000,枣庄市,370400,16548,13505
2009,山东省,370000,枣庄市,370400,20715,17109
2010,山东省,370000,枣庄市,370400,21560,17397
2011,山东省,370000,枣庄市,370400,20059,15923
2012,山东省,370000,枣庄市,370400,16643,12835
2013,山东省,370000,枣庄市,370400,27571,18605
2014,山东省,370000,枣庄市,370400,26495,17860
2015,山东省,370000,枣庄市,370400,34811,22875
2016,山东省,370000,枣庄市,370400,37673,24772
2017,山东省,370000,枣庄市,370400,43368,28171
2018,山东省,370000,枣庄市,370400,52460,23850
2019,山东省,370000,枣庄市,370400,73256,29745
2020,山东省,370000,枣庄市,370400,55467,24188
2021,山东省,370000,枣庄市,370400,47507,23977
2022,山东省,370000,枣庄市,370400,40969,21026
2023,山东省,370000,枣庄市,370400,21715,11033
2000,山东省,370000,东营市,370500,5251,1769
2001,山东省,370000,东营市,370500,4979,1498
2002,山东省,370000,东营市,370500,6189,2287
2003,山东省,370000,东营市,370500,11486,5811
2004,山东省,370000,东营市,370500,11024,5634
2005,山东省,370000,东营市,370500,11468,6623
2006,山东省,370000,东营市,370500,12098,7738
2007,山东省,370000,东营市,370500,13409,9816
2008,山东省,370000,东营市,370500,10541,7277
2009,山东省,370000,东营市,370500,12606,9081
2010,山东省,370000,东营市,370500,13125,8976
2011,山东省,370000,东营市,370500,11472,7507
2012,山东省,370000,东营市,370500,13306,9272
2013,山东省,370000,东营市,370500,15812,10973
2014,山东省,370000,东营市,370500,23935,15820
2015,山东省,370000,东营市,370500,28336,19140
2016,山东省,370000,东营市,370500,30780,19118
2017,山东省,370000,东营市,370500,32994,20555
2018,山东省,370000,东营市,370500,35489,17411
2019,山东省,370000,东营市,370500,57445,28856
2020,山东省,370000,东营市,370500,50199,27641
2021,山东省,370000,东营市,370500,39269,21850
2022,山东省,370000,东营市,370500,32409,16396
2023,山东省,370000,东营市,370500,14485,7774
2000,山东省,370000,烟台市,370600,23250,13597
2001,山东省,370000,烟台市,370600,20070,10185
2002,山东省,370000,烟台市,370600,19582,9249
2003,山东省,370000,烟台市,370600,46655,32927
2004,山东省,370000,烟台市,370600,35354,23578
2005,山东省,370000,烟台市,370600,29892,19006
2006,山东省,370000,烟台市,370600,25796,15944
2007,山东省,370000,烟台市,370600,28113,18447
